관리기관명,소재지지번주소,설치년월,보관일수,카메라대수,경도,소재지도로명주소,위도,설치목적구분,촬영방면정보,데이터기준일자,카메라화소수,관리기관전화번호
대구광역시 북구청 정보통신과,,,30,1,128.559088,대구광역시 북구 동천동880번지(1)-2 북부초등학교,35.93323,어린이보호,,2018-06-30,500,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.559088,대구광역시 북구 동천동880번지(2) 북부초등학교,35.93323,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.54976,대구광역시 북구 칠곡중앙대로52길65(1) 태암초등학교,35.924178,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.54976,대구광역시 북구 칠곡중앙대로52길65(2) 태암초등학교,35.924178,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.54655,대구광역시 북구 칠곡중앙대로75길12(1) 태전초교,35.929511,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.54655,대구광역시 북구 칠곡중앙대로75길12(2) 태전초교,35.929511,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.541607,대구광역시 북구 태전로19길1 태현초교,35.927785,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.540984,대구광역시 북구 태전로19길9(2) 태현초교,35.927391,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.540984,대구광역시 북구 태전로19길9(1) 태현초교,35.927391,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.544824,대구광역시 북구 매천로2길19-4(1) 팔달초교,35.897504,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.544824,대구광역시 북구 매천로2길19-4(2) 팔달초교,35.897504,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.565444,대구광역시 북구 대천로148(1) 운암초교,35.935543,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.565444,대구광역시 북구 대천로148(2) 운암초교,35.935543,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.557273,대구광역시 북구 대천로18길22-1(1) 함지초교,35.935095,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.557273,대구광역시 북구 대천로18길22-1(2) 함지초교,35.935095,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.558536,대구광역시 북구 동천로35 함지초등학교,35.935152,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.541735,대구광역시 북구 매천로32(1) 관문초교,35.899429,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.541735,대구광역시 북구 매천로32(2) 관문초교,35.899429,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.617433,대구광역시 북구 경진로54(1) 경진초교,35.892763,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.617433,대구광역시 북구 경진로54(2) 경진초교,35.892763,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.582811,대구광역시 북구 철거중@경진로12길6 경진초교,35.885726,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.619233,대구광역시 북구 복현로36길2(1) 문성초등학교,35.904886,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.619233,대구광역시 북구 복현로36길2(2) 문성초교,35.904886,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.621646,대구광역시 북구 공항로58(1) 복현초교,35.897609,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.621646,대구광역시 북구 공항로58(2) 복현초교,35.897609,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.621646,대구광역시 북구 공항로58(3) 복현초후문,35.897609,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.612392,대구광역시 북구 경대로21(1) 신암초등학교,35.884001,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.612392,대구광역시 북구 경대로21(2) 신암초등학교,35.884001,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.611762,대구광역시 북구 대현로117-31 신암초등학교,35.88277,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.630259,대구광역시 북구 동북로71길9-45 성보초교,35.894085,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.611407,대구광역시 북구 대동로1길39(1) 대동초등학교,35.898481,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.611407,대구광역시 북구 대동로1길39(2) 대동초등학교,35.898481,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.611407,대구광역시 북구 대동로1길39(3) 대동초등학교,35.898481,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.593518,대구광역시 북구 연암로25길11(1) 대산초교,35.895714,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.593518,대구광역시 북구 연암로25길11(2) 대산초교,35.895714,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.594302,대구광역시 북구 연암로25길24(1) 대산초교,35.896927,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.594302,대구광역시 북구 연암로25길24(2) 대산초교,35.896927,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.607149,대구광역시 북구 산격로10길17-2(1) 산격초교,35.895042,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.607149,대구광역시 북구 산격로10길17-2(2) 산격초교,35.895042,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.610208,대구광역시 북구 동북로37길64 북대구초교,35.902534,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.610616,대구광역시 북구 동북로37길58 북대구초교,35.902262,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.593216,대구광역시 북구 중앙대로105길23(1) 좋은유치원,35.880537,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.593216,대구광역시 북구 중앙대로105길23(2) 좋은유치원,35.880537,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.592585,대구광역시 북구 칠성로25-22 좋은유치원,35.880513,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.594554,대구광역시 북구 호암로40(1) 혜송유치원,35.881639,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.594554,대구광역시 북구 호암로40(2) 혜송유치원,35.881639,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.624189,대구광역시 북구 복현로70-9(1) 분도유치원,35.898308,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.624189,대구광역시 북구 복현로70-9(2) 분도유치원,35.898308,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.623823,대구광역시 북구 복현로70-1 분도유치원,35.898309,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.544517,대구광역시 북구 관음중앙로34(1) 예랑유치원,35.936821,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.544517,대구광역시 북구 관음중앙로34(2) 예량유치원,35.936821,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.559399,대구광역시 북구 학정로42길46 혜성유치원,35.926991,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.559708,대구광역시 북구 학정로48길34(1) 혜성유치원,35.926791,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.559708,대구광역시 북구 학정로48길34(2) 혜성유치원,35.926791,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.55852,대구광역시 북구 학정로42길36 혜성유치원,35.92659,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.558541,대구광역시 북구 학정로48길7-9 혜성유치원,35.926391,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.551953,대구광역시 북구 칠곡중앙대로116길10-2 칠곡유치원,35.946268,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.552135,대구광역시 북구 칠곡중앙대로114길(1) 칠곡유치원,35.945303,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.552135,대구광역시 북구 칠곡중앙대로114길(2) 칠곡유치원,35.945303,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.554728,대구광역시 북구 대천로7길53(1) 예일유치원,35.94211,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.554728,대구광역시 북구 대천로7길53(2) 예일유치원,35.94211,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.554708,대구광역시 북구 대천로7길55(1) 예일유치원,35.942452,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.554708,대구광역시 북구 대천로7길55(2) 예일유치원,35.942452,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.558514,대구광역시 북구 대천로18길1(1) 환타랜드유치원,35.936738,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.558514,대구광역시 북구 대천로18길1(2) 환타랜드유치원,35.936738,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.558501,대구광역시 북구 대천로18길5(1) 환타랜드유치원,35.936387,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.558501,대구광역시 북구 대천로18길5(2) 환타랜드유치원,35.936387,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.541811,대구광역시 북구 매천로167-11(1) 매천초등학교,35.912146,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.541811,대구광역시 북구 매천로167-11(2) 매천초등학교,35.912146,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.546541,대구광역시 북구 매천로2길41 팔달초등학교,35.89755,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.544472,대구광역시 북구 매천로2길19-26 팔달초등학교,35.899498,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.598158,대구광역시 북구 중앙대로114길7-22 옥산초등학교,35.882243,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.619233,대구광역시 북구 복현로36길2 문성초등학교,35.904886,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.545288,대구광역시 북구 칠곡중앙대로75길22-3 태전초등학교,35.929598,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.580803,대구광역시 북구 침산남로서9길5 초록나라유치원,35.891468,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.579929,대구광역시 북구 침산남로13길40 초록나라유치원,35.891562,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.580828,대구광역시 북구 침산남로서9길9 초록나라유치원,35.891756,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.59701,대구광역시 북구 침산남로39길19(1) 홍익유치원,35.888766,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.59701,대구광역시 북구 침산남로39길19(2) 홍익유치원,35.888766,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.59701,대구광역시 북구 침산남로39길19(3) 홍익유치원,35.888766,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.555448,대구광역시 북구 대천로9길23(1) 에듀웰유치원,35.93888,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.555448,대구광역시 북구 대천로9길23(2) 에듀웰유치원,35.93888,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.555448,대구광역시 북구 대천로9길23(3) 에듀웰유치원,35.93888,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.555182,대구광역시 북구 대천로9길19 에듀웰유치원,35.938827,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.613066,대구광역시 북구 대불서길34(1) 꿈동산유치원,35.902448,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.613066,대구광역시 북구 대불서길34(2) 꿈동산유치원,35.902448,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.613384,대구광역시 북구 대불서길30(1) 꿈동산유치원1,35.902068,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.613384,대구광역시 북구 대불서길30(2) 꿈동산유치원1,35.902068,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.605458,대구광역시 북구 동북로26길24(1) 대원유치원,35.899963,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.605458,대구광역시 북구 동북로26길24 대원유치원,35.899963,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.604704,대구광역시 북구 연암공원로28길5(1) 대원유치원,35.899885,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.604704,대구광역시 북구 연암공원로28길5(2) 대원유치원,35.899885,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.623297,대구광역시 북구 복현로14 경전유치원,35.893427,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.623465,대구광역시 북구 복현로16-1 경전유치원,35.893579,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.622962,대구광역시 북구 복현로8 경전유치원,35.893077,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.619586,대구광역시 북구 동북로49길19(1) 세발자전거유치원,35.896186,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.619586,대구광역시 북구 동북로49길19(2) 세발자전거유치원,35.896186,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.619586,대구광역시 북구 동북로49길19(3) 세발자전거유치원,35.896186,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.623772,대구광역시 북구 복현로북2길5(1) 동원유치원,35.893217,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.623772,대구광역시 북구 복현로북2길5(2) 동원유치원,35.893217,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.624275,대구광역시 북구 복현로2길13 동원유치원,35.892385,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.623557,대구광역시 북구 복현로2길8 동원유치원,35.892578,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.629495,대구광역시 북구 검단로243(1) 샛별유치원,35.915143,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.629495,대구광역시 북구 검단로243(2) 샛별유치원,35.915143,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.629024,대구광역시 북구 검단로255 샛별유치원,35.915867,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.550071,대구광역시 북구 칠곡중앙대로46길31-2(1) 가람유치원,35.919382,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.550071,대구광역시 북구 칠곡중앙대로46길31-2(2) 가람유치원,35.919382,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.550071,대구광역시 북구 칠곡중앙대로46길31-2(3) 가람유치원,35.919382,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.550071,대구광역시 북구 칠곡중앙대로46길31-2(4) 가람유치원,35.919382,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.544237,대구광역시 북구 영송로67(1) 이안유치원,35.931468,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.544237,대구광역시 북구 영송로67(2) 이안유치원,35.931468,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.546199,대구광역시 북구 칠곡중앙대로397-20 이안유치원,35.93163,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.542585,대구광역시 북구 매천로204(1) 한꽃유치원,35.915207,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.542585,대구광역시 북구 매천로204(2) 한꽃유치원,35.915207,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.542585,대구광역시 북구 매천로204(3) 한꽃유치원,35.915207,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.558838,대구광역시 북구 구암로170(1) 진성유치원,35.930743,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.558838,대구광역시 북구 구암로170(2) 진성유치원,35.930743,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.558838,대구광역시 북구 구암로170(3) 진성유치원,35.930743,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.555003,대구광역시 북구 태암로18길20-7(1) 칠곡한솔유치원,35.925984,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.555003,대구광역시 북구 태암로18길20-7(2) 칠곡한솔유치원,35.925984,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.554867,대구광역시 북구 태암로18길30-18 칠곡한솔유치원,35.925516,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.555432,대구광역시 북구 태암로18길19 칠곡한솔유치원,35.925468,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.545453,대구광역시 북구 칠곡중앙대로99길45-11(1) 한별유치원,35.9408,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.545453,대구광역시 북구 칠곡중앙대로99길45-11(2) 한별유치원,35.9408,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.553291,대구광역시 북구 구암로21길6(1) 백설유치원,35.933157,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.553291,대구광역시 북구 구암로21길6(2) 백설유치원,35.933157,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.555709,대구광역시 북구 동암로7길39(1) 새솔유치원,35.949262,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.555709,대구광역시 북구 동암로7길39(2) 새솔유치원,35.949262,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.555709,대구광역시 북구 동암로7길39(3) 새솔유치원,35.949262,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.548382,대구광역시 북구 관음중앙로29길9 반디유치원,35.94605,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.54774,대구광역시 북구 관음동로32길6-13 반디유치원,35.946135,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.547366,대구광역시 북구 관음동로32길10 반디유치원,35.946596,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.55358,대구광역시 북구 동암로21-19(1) 삼성유치원,35.947478,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.55358,대구광역시 북구 동암로21-19(2) 삼성유치원,35.947478,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.554168,대구광역시 북구 칠곡중앙대로118길20 삼성유치원,35.947547,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.554276,대구광역시 북구 동암로21-14 삼성유치원,35.947213,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.557123,대구광역시 북구 대천로18길32(1) 미래유치원,35.934266,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.557123,대구광역시 북구 대천로18길32(2) 미래유치원,35.934266,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.557123,대구광역시 북구 대천로18길32(3) 미래유치원,35.934266,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.571473,대구광역시 북구 동암로37길18(1) 효성유치원,35.944762,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.571473,대구광역시 북구 동암로37길18(2) 효성유치원,35.944762,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.571473,대구광역시 북구 동암로37길18(3) 효성유치원,35.944762,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.571473,대구광역시 북구 동암로37길18(4) 효성유치원,35.944762,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.566912,대구광역시 북구 학정동로13길10(1) 리더스유치원,35.950282,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.566912,대구광역시 북구 학정동로13길10(2) 리더스유치원,35.950282,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.566912,대구광역시 북구 학정동로13길10(3) 리더스유치원,35.950282,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.566912,대구광역시 북구 학정동로13길10(4) 리더스유치원,35.950282,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.566282,대구광역시 북구 학남로1길2-11 미술관유치원,35.949032,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.565948,대구광역시 북구 학남로9(1) 미술관유치원,35.948745,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.565948,대구광역시 북구 학남로9(2) 미술관유치원,35.948745,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.565948,대구광역시 북구 학남로9(3) 미술관유치원,35.948745,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.611507,대구광역시 북구 대현로21길8-9 신암초등학교,35.882789,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.59773,대구광역시 북구 칠성시장로23길70 옥산초등학교,35.881353,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.599605,대구광역시 북구 칠성로19길18(1) 옥산초등학교,35.880316,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.599605,대구광역시 북구 칠성로19길18(2) 옥산초등학교,35.880316,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.573103,대구광역시 북구 구리로169(1) 옥스퍼드유치원,35.947981,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.573103,대구광역시 북구 구리로169(2) 옥스퍼드유치원,35.947981,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.573103,대구광역시 북구 구리로169(3) 옥스퍼드유치원,35.947981,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.560575,대구광역시 북구 학정로48길42-6(1) 채송화유치원,35.92722,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.560575,대구광역시 북구 학정로48길42-6(2) 채송화유치원,35.92722,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.611335,대구광역시 북구 대학로23길 6 채송화유치원,35.894913,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.557854,대구광역시 북구 학정로42길27(1) 칠곡혜성유치원,35.926331,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.557854,대구광역시 북구 학정로42길 27 칠곡혜성유치원,35.926331,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.557854,대구광역시 북구 학정로42길27(3) 칠곡혜성유치원,35.926331,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.557854,대구광역시 북구 학정로42길27(4) 칠곡혜성유치원,35.926331,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.561304,대구광역시 북구 대천로101(1) 한림유치원,35.937825,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.561304,대구광역시 북구 대천로101(2) 한림유치원,35.937825,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.545692,대구광역시 북구 관음중앙로22길3(1) 관음어린이집,35.943251,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.545692,대구광역시 북구 관음중앙로22길3(2) 관음어린이집,35.943251,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.545692,대구광역시 북구 관음중앙로22길3(3) 관음어린이집,35.943251,어린이보호,,2018-06-30,200,053-665-4481
대구광역시 북구청 정보통신과,,,30,1,128.545,대구광역시 북구 관음중앙로98-1(1) 관음어린이집,35.942641,어린이보호,,2018-06-30,200,053-665-4481
